scenario_id,scenario_type,seed,minute,data_classification,lel_ratio,h2s_ratio,co_ratio,oxygen_deficit_ratio,pressure_ratio,lel_slope,h2s_slope,co_slope,oxygen_slope,pressure_slope,gas_burden,max_sensor_ratio,mean_positive_slope,correlated_rise,ventilation_impaired,hot_work_active,confined_space_active,workers_in_zone,min_worker_distance_m,shift_handover,permit_overlap_count,isolation_active,stream_quality,hotwork_gas_interaction,worker_gas_interaction,confined_oxygen_interaction,barrier_gas_interaction,handover_permit_interaction,single_sensor_alarm,latent_risk,harmful_state,risk_within_horizon,event_minute
barrier_loss_workers-1016,barrier_loss_workers,1016,0,SIMULATED,0.12034662,0.16275338,0.17956850,0.07898076,0.54585166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18477811,0.54585166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.02043900,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,1,SIMULATED,0.13940780,0.14541698,0.18251450,0.08640676,0.55097489,0.00953059,-0.00866820,0.00147300,0.00371300,0.00256161,0.18939691,0.55097489,0.00345564,0.00069113,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98579418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01975000,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,2,SIMULATED,0.14011471,0.14505126,0.18361321,0.07879419,0.54844329,0.00658936,-0.00590071,0.00134824,-0.00006219,0.00086388,0.18821863,0.54844329,0.00176029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98257343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01620900,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,3,SIMULATED,0.14180463,0.15453234,0.17483465,0.08001711,0.53881784,0.00715267,-0.00274034,-0.00157795,0.00034545,-0.00234461,0.18830571,0.53881784,0.00149962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99182669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.03490700,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,4,SIMULATED,0.12902468,0.16100954,0.17899987,0.07923074,0.54080566,-0.00346104,0.00519752,-0.00117154,-0.00239201,-0.00338974,0.18650357,0.54080566,0.00103950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98796859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.05295100,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,5,SIMULATED,0.12534893,0.16141704,0.16477635,0.07467786,0.55012277,-0.00492193,0.00545526,-0.00627895,-0.00137211,0.00055983,0.18324634,0.55012277,0.00120302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99090667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01397900,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,6,SIMULATED,0.13134417,0.15895177,0.16290494,0.08239295,0.54709791,-0.00348682,0.00147314,-0.00397657,0.00079195,0.00276002,0.18515703,0.54709791,0.00100502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98786574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01306900,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,7,SIMULATED,0.13176842,0.16805966,0.17071847,0.08077501,0.53108827,0.00091458,0.00235004,-0.00276047,0.00051476,-0.00323913,0.18652294,0.53108827,0.00075588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99365877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00548000,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,8,SIMULATED,0.13899375,0.16955250,0.18829695,0.07777346,0.52279362,0.00454827,0.00271182,0.00784020,0.00103187,-0.00910972,0.19085199,0.52279362,0.00322643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99459284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00906500,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,9,SIMULATED,0.15206276,0.16822272,0.19594809,0.09205422,0.54304028,0.00690620,0.00309032,0.01101439,0.00322042,-0.00135254,0.20083325,0.54304028,0.00484626,0.00096925,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.99164882,0.00000000,0.00000000,0.00000000,0.20083325,0.00000000,0,-0.02390800,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,10,SIMULATED,0.14991639,0.20104319,0.20591300,0.08755110,0.53144787,0.00604932,0.01099451,0.01173151,0.00225870,0.00011987,0.20704901,0.53144787,0.00623078,0.00249231,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.99214761,0.00000000,0.00000000,0.00000000,0.20704901,0.00000000,0,-0.00750200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,11,SIMULATED,0.15044081,0.20838501,0.21041735,0.09107116,0.53555470,0.00381569,0.01294417,0.00737347,0.00443257,0.00425369,0.21069884,0.53555470,0.00656392,0.00131278,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.99254964,0.00000000,0.00000000,0.00000000,0.21069884,0.00000000,0,-0.02878200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,12,SIMULATED,0.16424902,0.20268439,0.21724436,0.09552824,0.54568132,0.00406209,0.01148722,0.00709876,0.00115801,0.00088035,0.21702052,0.54568132,0.00493728,0.00098746,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.99568556,0.00000000,0.00000000,0.00000000,0.21702052,0.00000000,0,-0.01926200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,13,SIMULATED,0.16999912,0.23121327,0.22711100,0.09471676,0.55273863,0.00669424,0.01005669,0.00706600,0.00238855,0.00709692,0.22762993,0.55273863,0.00666048,0.00133210,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.98923150,0.00000000,0.00000000,0.00000000,0.22762993,0.00000000,0,-0.00571800,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,14,SIMULATED,0.17859136,0.23429225,0.24387115,0.11070393,0.55590676,0.00938352,0.00863575,0.01115127,0.00654426,0.00678402,0.23701178,0.55590676,0.00849976,0.00509986,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.98058024,0.00000000,0.00000000,0.00000000,0.23701178,0.00000000,0,0.01489500,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,15,SIMULATED,0.16680217,0.24050799,0.25276264,0.13732143,0.57366099,0.00085105,0.01260787,0.01183943,0.01393107,0.00932656,0.24259648,0.57366099,0.00971119,0.00776895,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,1.00000000,0.97798732,0.00000000,0.00000000,0.00000000,0.24259648,0.00000000,0,-0.01698600,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,16,SIMULATED,0.19258512,0.26080768,0.26799872,0.15205266,0.57947751,0.00752867,0.00986480,0.01362924,0.01911197,0.00891296,0.26111043,0.57947751,0.01180953,0.00944762,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,1.00000000,1.00000000,0.97937931,0.00000000,0.00000000,0.00000000,0.26111043,0.00000000,0,-0.02401800,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,17,SIMULATED,0.23362044,0.29364470,0.26010398,0.14927475,0.58390281,0.01834303,0.01978415,0.00541094,0.01285694,0.00933202,0.28013139,0.58390281,0.01314542,0.01051633,1.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,1.00000000,1.00000000,0.98521635,0.00000000,0.00000000,0.00000000,0.28013139,0.00000000,0,0.00294600,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,18,SIMULATED,0.25326756,0.30651959,0.27820225,0.15753647,0.60500103,0.02882180,0.02200387,0.00847987,0.00673834,0.01044668,0.29636229,0.60500103,0.01529811,0.01223849,1.00000000,0.00000000,0.00000000,4.00000000,90.95432649,0.00000000,1.00000000,1.00000000,0.98645901,0.00000000,0.02680797,0.00000000,0.29636229,0.00000000,0,0.00681500,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,19,SIMULATED,0.28000015,0.33259054,0.30456044,0.16406971,0.61817996,0.02913834,0.02392762,0.01218724,0.00400568,0.01290082,0.31802360,0.61817996,0.01643194,0.01314555,1.00000000,0.00000000,0.00000000,4.00000000,85.35129951,0.00000000,1.00000000,1.00000000,0.99214288,0.00000000,0.04658632,0.00000000,0.31802360,0.00000000,0,0.01577300,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,20,SIMULATED,0.31145252,0.35180518,0.31647575,0.18951394,0.62689641,0.02594402,0.01938683,0.01879059,0.01341306,0.01433120,0.33957738,0.62689641,0.01837314,0.01837314,1.00000000,0.00000000,0.00000000,4.00000000,79.22560777,0.00000000,1.00000000,1.00000000,0.99160690,0.00000000,0.07054514,0.00000000,0.33957738,0.00000000,0,0.06862200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,21,SIMULATED,0.35622066,0.36800532,0.33670816,0.20581314,0.62297042,0.03431770,0.02049524,0.01950197,0.01609223,0.00598980,0.36324580,0.62297042,0.01927939,0.01542351,1.00000000,0.00000000,0.00000000,4.00000000,72.71506210,0.00000000,1.00000000,1.00000000,0.99662621,0.00000000,0.09911139,0.00000000,0.36324580,0.00000000,0,0.06420900,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,22,SIMULATED,0.38571207,0.40048491,0.37696665,0.22160995,0.64198041,0.03523731,0.02263146,0.02413540,0.01918008,0.00793348,0.39188378,0.64198041,0.02182355,0.01745884,1.00000000,0.00000000,0.00000000,4.00000000,66.00000000,0.00000000,1.00000000,1.00000000,0.98918795,0.00000000,0.13324049,0.00000000,0.39188378,0.00000000,0,0.07455200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,23,SIMULATED,0.41932468,0.40925734,0.39706879,0.23612766,0.64735574,0.03595739,0.01915072,0.02686434,0.01553790,0.00681978,0.41115601,0.64735574,0.02086603,0.01669282,1.00000000,0.00000000,0.00000000,4.00000000,59.28493790,0.00000000,1.00000000,1.00000000,0.98369093,0.00000000,0.16740242,0.00000000,0.41115601,0.00000000,0,0.13475200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,24,SIMULATED,0.44123297,0.43958050,0.42020183,0.24718418,0.67149060,0.02833744,0.02385839,0.02783122,0.01379034,0.01617339,0.43366693,0.67149060,0.02199816,0.02199816,1.00000000,0.00000000,0.00000000,4.00000000,52.77439223,0.00000000,1.00000000,1.00000000,0.98423998,0.00000000,0.20480184,0.00000000,0.43366693,0.00000000,0,0.20496100,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,25,SIMULATED,0.48924834,0.47008751,0.43529545,0.28143903,0.69477892,0.03451209,0.02320087,0.01944294,0.01994303,0.01759950,0.46673562,0.69477892,0.02293968,0.02293968,1.00000000,0.00000000,0.00000000,4.00000000,46.64870049,0.00000000,1.00000000,1.00000000,0.98288700,0.00000000,0.24900952,0.00000000,0.46673562,0.00000000,0,0.23604200,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,26,SIMULATED,0.50304977,0.50921777,0.44494459,0.30437023,0.71072490,0.02790836,0.03332014,0.01595860,0.02274752,0.02112305,0.48708008,0.71072490,0.02421154,0.02421154,1.00000000,0.00000000,0.00000000,4.00000000,41.04567351,0.00000000,1.00000000,1.00000000,0.97378482,0.00000000,0.28715478,0.00000000,0.48708008,0.00000000,0,0.25594700,0,0,39
barrier_loss_workers-1016,barrier_loss_workers,1016,27,SIMULATED,0.53364233,0.51954510,0.45298968,0.31439718,0.70193347,0.03080312,0.02665486,0.01092928,0.02240433,0.01014762,0.50113917,0.70193347,0.02018785,0.02018785,1.00000000,0.00000000,0.00000000,4.00000000,36.05161499,0.00000000,1.00000000,1.00000000,0.97786510,0.00000000,0.32047041,0.00000000,0.50113917,0.00000000,0,0.31117200,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,28,SIMULATED,0.54862904,0.54099947,0.46824896,0.30986265,0.72279952,0.01979357,0.02363732,0.01098450,0.00947454,0.00934020,0.51517996,0.72279952,0.01464603,0.01464603,1.00000000,0.00000000,0.00000000,4.00000000,31.70195657,0.00000000,1.00000000,1.00000000,0.98115258,0.00000000,0.35185783,0.00000000,0.51517996,0.00000000,0,0.34279800,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,29,SIMULATED,0.54487788,0.56793489,0.48993518,0.30856303,0.71257719,0.01394270,0.01957238,0.01499686,0.00139760,0.00061743,0.52237428,0.71257719,0.01010539,0.00606324,1.00000000,0.00000000,0.00000000,4.00000000,27.98909739,0.00000000,1.00000000,1.00000000,0.98288797,0.00000000,0.37616643,0.00000000,0.52237428,0.00000000,0,0.36689600,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,30,SIMULATED,0.55368446,0.57268054,0.47211003,0.33119239,0.73534730,0.00668071,0.01771182,0.00637345,0.00559840,0.01113794,0.52938101,0.73534730,0.00950046,0.00380019,1.00000000,0.00000000,0.00000000,4.00000000,24.87391558,0.00000000,1.00000000,1.00000000,0.97848493,0.00000000,0.39770322,0.00000000,0.52938101,0.00000000,0,0.39686000,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,31,SIMULATED,0.56676932,0.56895985,0.48048134,0.32450180,0.74638207,0.00604676,0.00932013,0.00407746,0.00487971,0.00786085,0.53451013,0.74638207,0.00643698,0.00128740,1.00000000,0.00000000,0.00000000,4.00000000,22.29774221,0.00000000,1.00000000,1.00000000,0.98335894,0.00000000,0.41532644,0.00000000,0.53451013,0.00000000,0,0.43405300,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,32,SIMULATED,0.56837545,0.58639693,0.49486266,0.34562015,0.74576636,0.00783253,0.00615401,0.00164249,0.01235237,0.01106306,0.54475394,0.74576636,0.00780889,0.00312356,1.00000000,0.00000000,0.00000000,4.00000000,20.19268344,0.00000000,1.00000000,1.00000000,0.97982746,0.00000000,0.43475350,0.00000000,0.54475394,0.00000000,0,0.44744000,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,33,SIMULATED,0.57131121,0.60346526,0.49635167,0.35343177,0.75829118,0.00587559,0.01026157,0.00808055,0.00741313,0.00764796,0.55246927,0.75829118,0.00785576,0.00314230,1.00000000,0.00000000,0.00000000,4.00000000,18.48935822,0.00000000,1.00000000,1.00000000,0.98335145,0.00000000,0.45032125,0.00000000,0.55246927,0.00000000,0,0.43701800,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,34,SIMULATED,0.58553794,0.61455583,0.49871626,0.37031621,0.75957988,0.00625620,0.01519866,0.00607831,0.01527147,0.00439927,0.56274353,0.75957988,0.00944078,0.00377631,1.00000000,0.00000000,0.00000000,4.00000000,17.12199430,0.00000000,1.00000000,1.00000000,0.98028933,0.00000000,0.46639061,0.00000000,0.56274353,0.00000000,0,0.46584300,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,35,SIMULATED,0.57336882,0.60925584,0.52341642,0.37627877,0.76686688,0.00166445,0.00761963,0.00951792,0.01021954,0.00703351,0.56395789,0.76686688,0.00721101,0.00288440,1.00000000,0.00000000,0.00000000,4.00000000,16.03130383,0.00000000,1.00000000,1.00000000,0.98221459,0.00000000,0.47354809,0.00000000,0.56395789,0.00000000,0,0.47338100,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,36,SIMULATED,0.57905043,0.60979366,0.51278395,0.38083060,0.75516243,0.00257974,0.00210947,0.00547743,0.00913294,-0.00104292,0.56330424,0.75516243,0.00385992,0.00077198,1.00000000,0.00000000,0.00000000,4.00000000,15.16572092,0.00000000,1.00000000,1.00000000,0.98089636,0.00000000,0.47787509,0.00000000,0.56330424,0.00000000,0,0.48651600,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,37,SIMULATED,0.57236534,0.60932910,0.53264232,0.35888748,0.74078260,-0.00439087,-0.00174224,0.01130869,-0.00380958,-0.00626576,0.55940084,0.74078260,0.00226174,0.00045235,1.00000000,0.00000000,0.00000000,4.00000000,14.48155595,0.00000000,1.00000000,1.00000000,0.98023279,0.00000000,0.47839089,0.00000000,0.55940084,0.00000000,0,0.49875600,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,38,SIMULATED,0.60434873,0.59367057,0.53741137,0.34934794,0.75593362,0.01032664,-0.00519509,0.00466498,-0.00897695,-0.00364442,0.56734087,0.75593362,0.00299832,0.00059966,1.00000000,0.00000000,0.00000000,4.00000000,13.94251068,0.00000000,1.00000000,1.00000000,0.97957413,0.00000000,0.48823931,0.00000000,0.56734087,0.00000000,0,0.49582100,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,39,SIMULATED,0.59683226,0.59889017,0.52641370,0.35257086,0.75994074,0.00592727,-0.00363450,0.00454325,-0.00941991,0.00159277,0.56510085,0.75994074,0.00241266,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,13.51887172,0.00000000,1.00000000,1.00000000,0.97448498,0.00000000,0.48870559,0.00000000,0.56510085,0.00000000,0,0.52783300,1,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,40,SIMULATED,0.60586709,0.60117730,0.52429387,0.37207806,0.76841632,0.01116725,-0.00271727,-0.00278282,0.00439686,0.00921124,0.57225182,0.76841632,0.00495507,0.00198203,1.00000000,0.00000000,0.00000000,4.00000000,13.18658980,0.00000000,1.00000000,1.00000000,0.97988894,0.00000000,0.49679132,0.00000000,0.57225182,0.00000000,0,0.54352000,1,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,41,SIMULATED,0.60021565,0.60837010,0.52168765,0.37334475,0.75402617,-0.00137769,0.00489984,-0.00524124,0.00799894,-0.00063582,0.57003251,0.75402617,0.00257976,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.92636842,0.00000000,1.00000000,1.00000000,0.97532999,0.00000000,0.49634801,0.00000000,0.57003251,0.00000000,0,0.47991200,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,42,SIMULATED,0.59809770,0.60962245,0.51206069,0.37257283,0.73813444,0.00042182,0.00357743,-0.00478433,0.00666732,-0.00726877,0.56586692,0.73813444,0.00213331,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.72282790,0.00000000,1.00000000,1.00000000,0.97972737,0.00000000,0.49387264,0.00000000,0.56586692,0.00000000,0,0.53396000,1,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,43,SIMULATED,0.59914964,0.60958922,0.51899987,0.37414185,0.73101567,-0.00223915,0.00280397,-0.00176467,0.00068793,-0.01246688,0.56684207,0.73101567,0.00069838,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.56377357,0.00000000,1.00000000,1.00000000,0.98358866,0.00000000,0.49562531,0.00000000,0.56684207,0.00000000,0,0.48564100,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,44,SIMULATED,0.58412715,0.61124946,0.51764021,0.37671513,0.74279647,-0.00536283,0.00095979,-0.00134915,0.00112346,-0.00374323,0.56398080,0.74279647,0.00041665,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.43957487,0.00000000,1.00000000,1.00000000,0.98874324,0.00000000,0.49382399,0.00000000,0.56398080,0.00000000,0,0.49770300,0,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,45,SIMULATED,0.61032836,0.61422631,0.52429811,0.35803879,0.73220985,0.00407689,0.00153462,0.00407914,-0.00484468,-0.00197487,0.56995991,0.73220985,0.00193813,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.34264975,0.00000000,1.00000000,1.00000000,0.99364893,0.00000000,0.49961176,0.00000000,0.56995991,0.00000000,0,0.52808600,1,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,46,SIMULATED,0.59420377,0.61071148,0.52089088,0.37794937,0.72041777,-0.00164863,0.00037409,0.00063034,0.00126917,-0.00353263,0.56518412,0.72041777,0.00045472,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.26704330,0.00000000,1.00000000,1.00000000,0.99024355,0.00000000,0.49585274,0.00000000,0.56518412,0.00000000,0,0.53101000,1,1,39
barrier_loss_workers-1016,barrier_loss_workers,1016,47,SIMULATED,0.58811566,0.60608468,0.52617948,0.35788714,0.71829577,0.00132951,-0.00172159,0.00284642,-0.00627600,-0.00816690,0.55970538,0.71829577,0.00083519,0.00000000,1.00000000,0.00000000,0.00000000,4.00000000,12.20808734,0.00000000,1.00000000,1.00000000,0.99245966,0.00000000,0.49137606,0.00000000,0.55970538,0.00000000,0,0.51681300,1,1,39
normal_shift-1017,normal_shift,1017,0,SIMULATED,0.11430316,0.14232443,0.20846552,0.07002813,0.52946651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18015266,0.52946651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00406300,0,0,-1
normal_shift-1017,normal_shift,1017,1,SIMULATED,0.11706920,0.13292161,0.20931584,0.08471814,0.53889206,0.00138302,-0.00470141,0.00042516,0.00734500,0.00471277,0.18260370,0.53889206,0.00277319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98463807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.03285800,0,0,-1
normal_shift-1017,normal_shift,1017,2,SIMULATED,0.10557320,0.13042641,0.20903432,0.09240192,0.53821638,-0.00290999,-0.00396601,0.00018960,0.00745793,0.00291662,0.17947368,0.53821638,0.00211283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98526057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00864700,0,0,-1
normal_shift-1017,normal_shift,1017,3,SIMULATED,0.10543427,0.15887726,0.21383379,0.10944273,0.53701556,-0.00295630,0.00551761,0.00178942,0.01313820,0.00251635,0.18913475,0.53701556,0.00459232,0.00091846,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99120828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00470600,0,0,-1
normal_shift-1017,normal_shift,1017,4,SIMULATED,0.12256693,0.14614192,0.20074179,0.09572126,0.53090481,0.00183258,0.00440677,-0.00285801,0.00366770,-0.00266242,0.18653014,0.53090481,0.00198141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98552563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.02293800,0,0,-1
normal_shift-1017,normal_shift,1017,5,SIMULATED,0.12598058,0.14361976,0.21451099,0.07742185,0.53111013,0.00680246,0.00439778,0.00182556,-0.00499336,-0.00236875,0.18664282,0.53111013,0.00260516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98925238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01965300,0,0,-1
normal_shift-1017,normal_shift,1017,6,SIMULATED,0.12920091,0.13462006,0.22489880,0.07149754,0.53286778,0.00792221,-0.00808573,0.00368834,-0.01264840,-0.00138259,0.18682623,0.53286778,0.00232211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98650877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00576900,0,0,-1
normal_shift-1017,normal_shift,1017,7,SIMULATED,0.13116112,0.13850692,0.23529375,0.08153726,0.53487987,0.00286473,-0.00254500,0.01151732,-0.00472800,0.00132502,0.19202750,0.53487987,0.00314141,0.00062828,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99226635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01072500,0,0,-1
normal_shift-1017,normal_shift,1017,8,SIMULATED,0.11823845,0.15378160,0.24176070,0.06026554,0.52556613,-0.00258071,0.00338728,0.00908324,-0.00571877,-0.00184800,0.18789561,0.52556613,0.00249410,0.00049882,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98016968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.02309300,0,0,-1
normal_shift-1017,normal_shift,1017,9,SIMULATED,0.12116055,0.15427657,0.22852496,0.06170308,0.53665237,-0.00268012,0.00655217,0.00120872,-0.00326482,0.00126153,0.18811749,0.53665237,0.00180448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.97983784,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01244900,0,0,-1
normal_shift-1017,normal_shift,1017,10,SIMULATED,0.13873129,0.13715071,0.21275298,0.04764729,0.55198282,0.00252339,-0.00045207,-0.00751359,-0.01129666,0.00570098,0.18672421,0.55198282,0.00164487,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98607839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00876400,0,0,-1
normal_shift-1017,normal_shift,1017,11,SIMULATED,0.13607134,0.13888287,0.21889728,0.04347365,0.52213415,0.00594430,-0.00496624,-0.00762114,-0.00559730,-0.00114400,0.18311045,0.52213415,0.00118886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98457041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01335200,0,0,-1
normal_shift-1017,normal_shift,1017,12,SIMULATED,0.14363327,0.14628950,0.22259905,0.04679594,0.51317165,0.00749091,-0.00266236,-0.00197530,-0.00496905,-0.00782691,0.18728211,0.51317165,0.00149818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98403497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00811800,0,0,-1
normal_shift-1017,normal_shift,1017,13,SIMULATED,0.11419938,0.13879154,0.21960304,0.04337865,0.53447944,-0.00817730,0.00054694,0.00228335,-0.00142288,-0.00583446,0.17768460,0.53447944,0.00056606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98584789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.03113700,0,0,-1
normal_shift-1017,normal_shift,1017,14,SIMULATED,0.11222660,0.13577299,0.21209560,0.06604421,0.52956223,-0.00794825,-0.00103663,-0.00226723,0.00752352,0.00247603,0.17807432,0.52956223,0.00199991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98712212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00393300,0,0,-1
